Date,Open_0,STD5_Open_0,RSI14_Open_0,ATR14_0,High_0,Low_0
"Jan 22, 2010",1094.65,16.00215610472958,48.91698290197418,21.157142857142826,1099.15,1082.3
"Jan 25, 2010",1091.05,19.14062694896839,47.81051146836781,20.84948979591835,1104.2,1091.05
"Jan 26, 2010",1098.4,17.289563325904716,50.28311223314056,20.299526239067042,1103.55,1085.8
"Jan 27, 2010",1097.7,6.981647370088853,50.03995719509051,20.117417221990824,1102.7,1083.65
"Jan 28, 2010",1087.8,4.014548542555233,46.60725236649833,20.041173134705762,1096.35,1074.15
"Jan 29, 2010",1087.2,4.777195830230745,46.39950590919717,20.195375053655336,1090.6,1074.85
"Feb 01, 2010",1080.1,6.931839582717652,43.905536099882916,19.87784826410853,1107.9,1076.8
"Feb 02, 2010",1105.8,8.998088685950407,53.62275969592519,20.679430530957926,1118.35,1099.0
"Feb 03, 2010",1114.4,12.866017254768629,56.34783196270209,20.584471207318067,1124.85,1107.2
"Feb 04, 2010",1109.3,13.306329321049164,54.309814733255315,20.37486612108105,1111.1,1059.5
"Feb 05, 2010",1063.15,19.661688635520843,40.15614959268657,22.605232826718115,1069.15,1044.25
"Feb 08, 2010",1067.4,22.040744089089007,41.66390148986041,22.769144767666827,1073.9,1061.9
"Feb 09, 2010",1062.95,23.306938880952888,40.51294235198707,21.99992014140491,1083.45,1061.8
"Feb 10, 2010",1077.45,17.437689067104696,45.76988423428287,21.97492584559028,1082.5,1063.5
"Feb 11, 2010",1072.0,5.5307684819444605,44.18921796222244,21.762431142333835,1098.15,1071.35
"Feb 12, 2010",1096.7,11.73375472731543,52.23955196143094,22.122257489310005,1097.35,1078.55
"Feb 15, 2010",1092.85,12.684297379055463,51.00459019256215,21.884953382930718,1102.65,1092.0
"Feb 16, 2010",1099.6,10.960684285232878,53.0980872316947,21.082456712721385,1121.2,1097.85
"Feb 17, 2010",1119.25,15.099026458710005,58.638664037620046,21.24442409038415,1127.25,1111.7
"Feb 18, 2010",1106.35,9.268710805765624,54.11880911284956,20.837679512499566,1124.05,1098.2
"Feb 19, 2010",1111.3,9.13863228283149,55.53511725396937,21.195702404463876,1126.95,1098.95
"Feb 22, 2010",1124.9,8.997255137054996,59.25646432487965,21.681723661287887,1131.05,1109.7
"Feb 23, 2010",1113.8,6.417990339778179,55.19614207882294,21.65802911405303,1121.2,1099.35
"Feb 24, 2010",1103.4,7.429804842740661,51.62674736731234,21.67174132019211,1108.35,1089.85
"Feb 25, 2010",1097.6,9.330166129339439,49.696594018034666,21.445188368749815,1109.15,1088.6
"Feb 26, 2010",1105.0,9.520000000056271,52.154399291792245,21.381246342410556,1119.2,1104.4
"Mar 01, 2010",1116.55,6.96272935000057,55.78558848359666,20.911157317952654,1123.7,1112.05
"Mar 02, 2010",1118.75,8.082660453189865,56.46336590200263,20.24964608095604,1137.75,1115.1
"Mar 03, 2010",1134.85,12.74546978345085,61.15617717983436,20.42109993231633,1145.0,1132.4
"Mar 04, 2010",1139.8,12.699031459182764,62.49472710934091,19.86244993715087,1141.6,1126.1
"Mar 05, 2010",1131.8,9.128581488992129,58.958589421190965,19.550846370211524,1140.7,1127.0
"Mar 08, 2010",1135.7,7.184608548927758,60.142595967221766,19.132928772339277,1137.8,1118.55
"Mar 09, 2010",1123.3,5.5216301941617605,54.73574249961188,19.141291002886472,1124.7,1108.95
"Mar 10, 2010",1121.65,7.005283720265678,54.03956304703047,18.899055931251723,1128.15,1103.25
"Mar 11, 2010",1108.35,9.471399051966161,48.6663802833369,19.327694793305177,1111.65,1100.44
"Mar 12, 2010",1109.65,10.025796726513585,49.19809196624862,18.747859450926235,1119.45,1098.65
"Mar 15, 2010",1100.5,8.596824995367665,45.61663310857556,18.894440918717212,1109.8,1100.35
"Mar 16, 2010",1109.45,6.768869920551597,49.48989284290226,18.2198379959517,1129.45,1109.05
"Mar 17, 2010",1126.1,8.358552506363736,55.79710105442571,18.375563853383728,1133.8,1118.85
"Mar 18, 2010",1124.0,9.677468677387418,54.8665161502999,18.13088072099918,1129.55,1118.4
"Mar 19, 2010",1125.95,10.401586417542278,55.606904869343154,17.632246383784942,1127.5,1101.95
"Mar 22, 2010",1107.4,8.34976646387108,47.606354760649175,18.197800213514586,1108.85,1092.75
"Mar 23, 2010",1102.45,10.154929837327787,45.71615881123747,18.047957341120682,1108.05,1094.8
"Mar 24, 2010",1101.75,10.540844368508706,45.44138773814165,17.705246102469207,1105.4,1085.35
"Mar 25, 2010",1086.5,12.679093027549778,39.82549338727083,17.87272852372142,1095.95,1085.45
"Mar 26, 2010",1089.55,8.059441668082204,41.385712215383194,17.34610505774132,1110.65,1088.85
"Mar 29, 2010",1110.55,8.886979239361185,50.837447291334485,17.66424041075981,1115.45,1104.35
